Region,Region_Name,CL_Category,CL,Percentage,Count
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),9,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),10,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),12,0.005341402,421
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),13,0.000152249,12
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),14,0.002321797,183
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),15,0.403700868,31819
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),17,0.002702419,213
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),18,0.642807898,50665
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),19,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),21,24.43211763,1925697
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),23,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,C (Max Max),26,74.51032286,5872774
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),5,11.51105087,907281
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),6,1.885476792,148610
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),7,82.07823923,6469264
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),8,4.303913839,339227
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),9,0.213072453,16794
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),10,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),11,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),12,0.007434825,586
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),13,0.000811995,64
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),14,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),15,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),17,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),18,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),21,0,0
Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),26,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),3,79.78831874,4152903
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),5,20.20847275,1051831
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),6,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),7,0.003208514,167
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),8,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),9,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),10,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),11,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),12,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),13,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),14,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),17,0,0
Forest Service Admin Areas,Chippewa National Forest,A (Min Min),18,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),3,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),5,0.917519853,47756
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),6,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),7,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),8,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),9,4.982880558,259354
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),10,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),11,12.58825096,655206
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),12,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),13,0.664700443,34597
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),14,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),15,80.84664819,4207988
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),17,0,0
Forest Service Admin Areas,Chippewa National Forest,B (Max Min),18,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),5,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),6,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),7,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),8,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),9,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),10,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),12,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),13,0.917519853,47756
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),14,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),15,4.982880558,259354
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),17,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),18,12.58825096,655206
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),19,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),21,81.51134863,4242585
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),23,0,0
Forest Service Admin Areas,Chippewa National Forest,C (Max Max),26,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),5,0.809756036,42147
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),6,9.504445906,494697
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),7,69.47394388,3616050
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),8,17.97726796,935699
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),9,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),10,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),11,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),12,0.003208514,167
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),13,2.231377696,116141
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),14,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),15,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),17,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),18,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),21,0,0
Forest Service Admin Areas,Chippewa National Forest,D (Min Max),26,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),3,98.94261932,7378069
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),5,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),6,0.000147514,11
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),7,1.05721976,78836
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),8,1.34104E-05,1
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),9,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),10,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),11,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),12,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),13,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),14,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),17,0,0
Forest Service Admin Areas,Daniel Boone National Forest,A (Min Min),18,0,0
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),3,0.000120693,9
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),5,0,0
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),6,0.580601876,43295
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),7,0.007094085,529
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),8,0,0
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),9,0,0
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),10,0,0
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),11,0.141854871,10578
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),12,0,0
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),13,0,0
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),14,0.02223439,1658
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),15,0,0
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),17,0.001166702,87
Forest Service Admin Areas,Daniel Boone National Forest,B (Max Min),18,99.24692738,7400761
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),5,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),6,0.000120693,9
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),7,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),8,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),9,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),10,0.580601876,43295
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),12,0.007094085,529
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),13,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),14,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),15,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),17,0.156633096,11680
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),18,0.007456165,556
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),19,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),21,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),23,0,0
Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),26,99.24809408,7400848
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),5,0,0
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),6,43.59910403,3251149
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),7,19.426688,1448632
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),8,34.8688875,2600144
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),9,0.197092176,14697
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),10,0.864217746,64444
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),11,0,0
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),12,1.043997137,77850
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),13,0,0
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),14,1.34104E-05,1
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),15,0,0
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),17,0,0
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),18,0,0
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),21,0,0
Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),26,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),3,81.50578603,10002928
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),5,0.010071166,1236
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),6,17.74507727,2177793
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),7,0.492957517,60499
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),8,0.107279107,13166
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),9,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),10,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),11,0.043348386,5320
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),12,0.095480523,11718
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),13,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),14,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),17,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,A (Min Min),18,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),3,0.000448151,55
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),5,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),6,0.012140807,1490
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),7,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),8,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),9,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),10,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),11,4.819761975,591513
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),12,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),13,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),14,3.093876959,379701
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),15,0.00635559,780
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),17,15.53825332,1906957
Forest Service Admin Areas,George Washington and Jefferson National Forest,B (Max Min),18,76.5291632,9392164
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),5,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),6,0.000448151,55
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),7,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),8,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),9,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),10,0.012140807,1490
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),12,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),13,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),14,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),15,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),17,3.42161357,419923
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),18,4.492025364,551291
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),19,0.00635559,780
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),21,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),23,2.44446E-05,3
Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),26,92.06739207,11299118
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),5,0.000154816,19
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),6,32.56240293,3996273
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),7,16.76728598,2057792
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),8,16.9324743,2078065
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),9,1.479402183,181562
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),10,31.52052611,3868407
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),11,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),12,0.491645658,60338
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),13,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),14,0.150627492,18486
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),15,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),17,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),18,0.095480523,11718
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),21,0,0
Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),26,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),3,96.22046592,3321110
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),5,2.694286617,92995
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),6,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),7,1.082147421,37351
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),8,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),9,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),10,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),11,0.001738343,60
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),12,0.001361702,47
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),13,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),14,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),17,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,A (Min Min),18,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),3,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),5,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),6,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),7,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),8,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),9,0.000956089,33
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),10,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),11,55.30427809,1908862
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),12,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),13,1.998427959,68977
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),14,11.37577382,392642
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),15,1.479358772,51061
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),17,2.273549693,78473
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,B (Max Min),18,27.56765558,951515
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),5,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),6,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),7,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),8,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),9,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),10,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),12,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),13,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),14,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),15,0.000956089,33
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),17,5.79448E-05,2
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),18,65.49227118,2260507
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),19,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),21,4.66550951,161033
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),23,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),26,29.84120527,1029988
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),5,7.48672413,258409
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),6,1.95050764,67323
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),7,89.1397028,3076713
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),8,0.059335437,2048
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),9,1.088144704,37558
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),10,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),11,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),12,0.272485248,9405
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),13,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),14,0.001738343,60
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),15,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),17,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),18,0.001361702,47
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),21,0,0
Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),26,0,0
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),3,84.52066958,4201749
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),5,14.15419567,703643
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),6,0,0
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),7,1.279130395,63589
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),8,0.023897324,1188
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),9,0,0
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),10,0,0
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),11,0.019974783,993
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),12,0,0
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),13,0,0
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),14,0,0
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),17,0.002132253,106
Forest Service Admin Areas,Hiawatha National Forest,A (Min Min),18,0,0
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),3,0,0
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),5,0.204233608,10153
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),6,0,0
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),7,0.527873372,26242
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),8,0,0
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),9,7.599529939,377793
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),10,0,0
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),11,56.94905203,2831090
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),12,0,0
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),13,0,0
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),14,0,0
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),15,11.39477896,566465
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),17,11.24578277,559058
Forest Service Admin Areas,Hiawatha National Forest,B (Max Min),18,12.07874933,600467
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),5,0,0
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),6,0,0
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),7,0.063665849,3165
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),8,0,0
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),9,0.001347745,67
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),10,0,0
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),12,0.448316204,22287
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),13,0.218777181,10876
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),14,0,0
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),15,7.612403918,378433
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),17,0.080120404,3983
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),18,56.85605765,2826467
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),19,0,0
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),21,11.39477896,566465
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),23,0,0
Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),26,23.32453209,1159525
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),5,4.80710354,238974
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),6,10.30445351,512262
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),7,76.71169609,3813544
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),8,4.739836999,235630
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),9,2.0322984,101031
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),10,0.000120694,6
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),11,0,0
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),12,1.274825658,63375
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),13,0.083660748,4159
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),14,0,0
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),15,0,0
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),17,0.023897324,1188
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),18,0.019974783,993
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),21,0,0
Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),26,0.002132253,106
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),3,72.28551951,1535356
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),5,0,0
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),6,12.76030877,271031
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),7,14.95351259,317615
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),8,0.000612048,13
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),9,0,0
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),10,0,0
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),11,0,0
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),12,0,0
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),13,0,0
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),14,4.70806E-05,1
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),17,0,0
Forest Service Admin Areas,Hoosier National Forest,A (Min Min),18,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),3,0.00376645,80
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),5,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),6,0.010169415,216
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),7,0.005414272,115
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),8,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),9,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),10,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),11,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),12,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),13,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),14,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),15,0,0
Forest Service Admin Areas,Hoosier National Forest,B (Max Min),17,0.000612048,13
