Region,Region_Name,CL_Category,Exc,Percentage,Count
Ecoregions Level 3,Driftless Area,D (Min Max),-4,1.736947292,286796
Ecoregions Level 3,Driftless Area,D (Min Max),-3,9.372844873,1547597
Ecoregions Level 3,Driftless Area,D (Min Max),-2,14.34813573,2369092
Ecoregions Level 3,Driftless Area,D (Min Max),-1,12.98439506,2143918
Ecoregions Level 3,Driftless Area,D (Min Max),0,11.6991936,1931712
Ecoregions Level 3,Driftless Area,D (Min Max),1,2.656361201,438605
Ecoregions Level 3,Driftless Area,D (Min Max),2,1.768349654,291981
Ecoregions Level 3,Driftless Area,D (Min Max),3,17.23221099,2845296
Ecoregions Level 3,Driftless Area,D (Min Max),4,13.55904313,2238801
Ecoregions Level 3,Driftless Area,D (Min Max),5,6.242589633,1030745
Ecoregions Level 3,Driftless Area,D (Min Max),6,2.199909554,363238
Ecoregions Level 3,Driftless Area,D (Min Max),7,0.170390365,28134
Ecoregions Level 3,Driftless Area,D (Min Max),8,0.002016777,333
Ecoregions Level 3,Driftless Area,D (Min Max),9,0,0
Ecoregions Level 3,Driftless Area,D (Min Max),10,0,0
Ecoregions Level 3,Driftless Area,D (Min Max),11,0,0
Ecoregions Level 3,Driftless Area,D (Min Max),12,0,0
Ecoregions Level 3,Driftless Area,D (Min Max),13,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-12,0.000293523,50
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-11,0.001561544,266
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-10,0.252324411,42982
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-9,0.247628038,42182
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-8,0.032745465,5578
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-7,0.032886356,5602
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-6,0.186504736,31770
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-5,0.537723034,91598
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-4,0.508159362,86562
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-3,0.905601717,154264
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-2,2.338782301,398398
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),-1,3.704481867,631037
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),0,7.394739592,1259651
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),1,3.333139608,567781
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),2,7.545088122,1285262
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),3,19.08044418,3250243
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),4,21.98397128,3744842
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),5,8.735924088,1488114
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),6,12.41994151,2115665
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),7,5.856172385,997565
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),8,3.620475484,616727
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),9,0.825375915,140598
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),10,0.311598516,53079
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),11,0.143268746,24405
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),12,0.001168223,199
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),13,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),14,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),15,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),16,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,A (Min Min),17,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-15,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-14,0.225719455,38450
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-13,1.275828587,217330
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-12,10.93751358,1863142
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-11,32.13290502,5473654
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-10,14.94376093,2545583
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-9,9.201023575,1567341
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-8,13.9375805,2374186
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-7,7.663800705,1305484
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-6,4.037325603,687735
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-5,2.635416997,448928
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-4,1.870219238,318581
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-3,0.253833121,43239
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-2,0.105750592,18014
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),-1,0.23923327,40752
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),0,0.285075747,48561
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),1,0.030896268,5263
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),2,0.049975285,8513
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),3,0.09604084,16360
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),4,0.059256494,10094
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),5,0.011875955,2023
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),6,0.001866808,318
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),7,0.002453855,418
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),8,0.00238928,407
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),9,0.000258301,44
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),10,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),11,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),12,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),13,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),14,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),15,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,B (Max Min),16,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-23,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-22,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-21,0.390532815,66525
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-20,5.526463478,941401
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-19,21.79921007,3713369
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-18,25.68429098,4375170
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-17,10.53039669,1793792
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-16,14.8983059,2537840
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-15,8.260116869,1407063
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-14,5.199449115,885696
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-13,1.275030204,217194
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-12,1.059126169,180416
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-11,0.702665544,119695
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-10,0.49719333,84694
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-9,2.043515423,348101
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-8,1.30553315,222390
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-7,0.395252671,67329
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-6,0.186839352,31827
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-5,0.030602744,5213
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-4,0.062661364,10674
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-3,0.089043243,15168
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-2,0.010015017,1706
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),-1,0.00351641,599
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),0,0.035387175,6028
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),1,0.002847176,485
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),2,0.004643539,791
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),3,0.003369648,574
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),4,0.000228948,39
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),5,0.001268021,216
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),6,0.002295353,391
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),7,0.000199596,34
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),8,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),9,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,C (Max Max),10,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-20,0.001033202,176
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-19,0.152825867,26033
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-18,0.325147554,55387
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-17,0.05518826,9401
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-16,0.010754695,1832
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-15,0.012263406,2089
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-14,0.063442137,10807
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-13,0.036936978,6292
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-12,0.104823058,17856
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-11,0.193743021,33003
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-10,0.478137794,81448
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-9,0.405760807,69119
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-8,0.92525017,157611
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-7,1.511962251,257554
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-6,1.577787797,268767
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-5,4.212676452,717605
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-4,4.855756756,827150
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-3,2.826506567,481479
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-2,2.1525887,366681
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),-1,3.256770703,554772
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),0,37.0923988,6318475
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),1,12.85959252,2190557
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),2,14.55043964,2478583
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),3,6.828286493,1163159
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),4,3.995991645,680694
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),5,0.89609156,152644
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),6,0.400207345,68173
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),7,0.187050689,31863
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),8,0.030585133,5210
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),9,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),10,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),11,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),12,0,0
Ecoregions Level 3,Eastern Great Lakes Lowlands,D (Min Max),13,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-12,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-11,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-10,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-9,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-8,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-7,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-6,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-5,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-4,0.001055084,148
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-3,0.070049039,9826
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-2,2.208719045,309824
Ecoregions Level 3,Erie Drift Plain,A (Min Min),-1,2.455879657,344494
Ecoregions Level 3,Erie Drift Plain,A (Min Min),0,3.362154242,471620
Ecoregions Level 3,Erie Drift Plain,A (Min Min),1,0.736291961,103282
Ecoregions Level 3,Erie Drift Plain,A (Min Min),2,3.274603638,459339
Ecoregions Level 3,Erie Drift Plain,A (Min Min),3,4.242807391,595152
Ecoregions Level 3,Erie Drift Plain,A (Min Min),4,3.444928452,483231
Ecoregions Level 3,Erie Drift Plain,A (Min Min),5,2.489613836,349226
Ecoregions Level 3,Erie Drift Plain,A (Min Min),6,17.42258462,2443921
Ecoregions Level 3,Erie Drift Plain,A (Min Min),7,24.06736257,3376005
Ecoregions Level 3,Erie Drift Plain,A (Min Min),8,20.59537263,2888978
Ecoregions Level 3,Erie Drift Plain,A (Min Min),9,10.93816522,1534331
Ecoregions Level 3,Erie Drift Plain,A (Min Min),10,4.043560436,567203
Ecoregions Level 3,Erie Drift Plain,A (Min Min),11,0.646852185,90736
Ecoregions Level 3,Erie Drift Plain,A (Min Min),12,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),13,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),14,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),15,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),16,0,0
Ecoregions Level 3,Erie Drift Plain,A (Min Min),17,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-15,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-14,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-13,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-12,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-11,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-10,0.087507831,12275
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-9,2.370517639,332520
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-8,34.65035649,4860515
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-7,29.2467497,4102534
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-6,21.29729593,2987439
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-5,9.429444664,1322698
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-4,2.779369909,389871
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-3,0.136262703,19114
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-2,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),-1,0.001040826,146
Ecoregions Level 3,Erie Drift Plain,B (Max Min),0,0.00115489,162
Ecoregions Level 3,Erie Drift Plain,B (Max Min),1,4.99026E-05,7
Ecoregions Level 3,Erie Drift Plain,B (Max Min),2,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),3,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),4,2.85158E-05,4
Ecoregions Level 3,Erie Drift Plain,B (Max Min),5,4.27737E-05,6
Ecoregions Level 3,Erie Drift Plain,B (Max Min),6,7.12895E-06,1
Ecoregions Level 3,Erie Drift Plain,B (Max Min),7,0.000171095,24
Ecoregions Level 3,Erie Drift Plain,B (Max Min),8,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),9,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),10,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),11,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),12,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),13,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),14,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),15,0,0
Ecoregions Level 3,Erie Drift Plain,B (Max Min),16,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-23,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-22,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-21,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-20,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-19,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-18,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-17,0.434965606,61014
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-16,21.20847638,2974980
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-15,30.61985629,4295144
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-14,27.99134916,3926435
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-13,13.70050407,1921813
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-12,5.174111712,725789
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-11,0.868241651,121791
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-10,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-9,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-8,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-7,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-6,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-5,5.70316E-05,8
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-4,0.001611142,226
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-3,0.000556058,78
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-2,2.13868E-05,3
Ecoregions Level 3,Erie Drift Plain,C (Max Max),-1,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),0,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),1,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),2,2.85158E-05,4
Ecoregions Level 3,Erie Drift Plain,C (Max Max),3,4.27737E-05,6
Ecoregions Level 3,Erie Drift Plain,C (Max Max),4,7.12895E-06,1
Ecoregions Level 3,Erie Drift Plain,C (Max Max),5,0.000171095,24
Ecoregions Level 3,Erie Drift Plain,C (Max Max),6,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),7,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),8,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),9,0,0
Ecoregions Level 3,Erie Drift Plain,C (Max Max),10,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-20,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-19,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-18,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-17,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-16,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-15,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-14,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-13,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-12,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-11,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-10,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-9,0.001062213,149
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-8,1.293034248,181378
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-7,2.197797497,308292
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-6,1.508392625,211587
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-5,0.855737477,120037
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-4,1.808578348,253695
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-3,1.824654125,255950
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-2,4.056036094,568953
Ecoregions Level 3,Erie Drift Plain,D (Min Max),-1,1.295286996,181694
Ecoregions Level 3,Erie Drift Plain,D (Min Max),0,4.02544578,564662
Ecoregions Level 3,Erie Drift Plain,D (Min Max),1,2.919475116,409524
Ecoregions Level 3,Erie Drift Plain,D (Min Max),2,18.10969397,2540304
Ecoregions Level 3,Erie Drift Plain,D (Min Max),3,24.25449031,3402254
Ecoregions Level 3,Erie Drift Plain,D (Min Max),4,20.41796164,2864092
Ecoregions Level 3,Erie Drift Plain,D (Min Max),5,10.78707431,1513137
Ecoregions Level 3,Erie Drift Plain,D (Min Max),6,3.999753053,561058
Ecoregions Level 3,Erie Drift Plain,D (Min Max),7,0.6455262,90550
Ecoregions Level 3,Erie Drift Plain,D (Min Max),8,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),9,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),10,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),11,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),12,0,0
Ecoregions Level 3,Erie Drift Plain,D (Min Max),13,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-12,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-11,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-10,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-9,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-8,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-7,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-6,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-5,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-4,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),-3,0.009758912,2529
Ecoregions Level 3,North Central Appalachians,A (Min Min),-2,0.009500372,2462
Ecoregions Level 3,North Central Appalachians,A (Min Min),-1,0.008871387,2299
Ecoregions Level 3,North Central Appalachians,A (Min Min),0,0.346200202,89717
Ecoregions Level 3,North Central Appalachians,A (Min Min),1,1.60453647,415812
Ecoregions Level 3,North Central Appalachians,A (Min Min),2,2.704488181,700862
Ecoregions Level 3,North Central Appalachians,A (Min Min),3,0.285138508,73893
Ecoregions Level 3,North Central Appalachians,A (Min Min),4,2.466650876,639227
Ecoregions Level 3,North Central Appalachians,A (Min Min),5,51.26458367,13285101
Ecoregions Level 3,North Central Appalachians,A (Min Min),6,33.18905656,8600869
Ecoregions Level 3,North Central Appalachians,A (Min Min),7,6.93133577,1796240
Ecoregions Level 3,North Central Appalachians,A (Min Min),8,1.179879091,305763
Ecoregions Level 3,North Central Appalachians,A (Min Min),9,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),10,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),11,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),12,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),13,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),14,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),15,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),16,0,0
Ecoregions Level 3,North Central Appalachians,A (Min Min),17,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),-15,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),-14,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),-13,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),-12,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),-11,0.035690066,9249
Ecoregions Level 3,North Central Appalachians,B (Max Min),-10,19.93965296,5167316
Ecoregions Level 3,North Central Appalachians,B (Max Min),-9,54.9795032,14247814
Ecoregions Level 3,North Central Appalachians,B (Max Min),-8,17.48115573,4530202
Ecoregions Level 3,North Central Appalachians,B (Max Min),-7,5.882463031,1524427
Ecoregions Level 3,North Central Appalachians,B (Max Min),-6,0.002488928,645
Ecoregions Level 3,North Central Appalachians,B (Max Min),-5,1.116116235,289239
Ecoregions Level 3,North Central Appalachians,B (Max Min),-4,0.271617264,70389
Ecoregions Level 3,North Central Appalachians,B (Max Min),-3,0.004757904,1233
Ecoregions Level 3,North Central Appalachians,B (Max Min),-2,0.046645207,12088
Ecoregions Level 3,North Central Appalachians,B (Max Min),-1,0.025668756,6652
Ecoregions Level 3,North Central Appalachians,B (Max Min),0,0.213457389,55317
Ecoregions Level 3,North Central Appalachians,B (Max Min),1,0.000428327,111
Ecoregions Level 3,North Central Appalachians,B (Max Min),2,1.15764E-05,3
Ecoregions Level 3,North Central Appalachians,B (Max Min),3,0.000312563,81
Ecoregions Level 3,North Central Appalachians,B (Max Min),4,2.70116E-05,7
Ecoregions Level 3,North Central Appalachians,B (Max Min),5,3.8588E-06,1
Ecoregions Level 3,North Central Appalachians,B (Max Min),6,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),7,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),8,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),9,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),10,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),11,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),12,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),13,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),14,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),15,0,0
Ecoregions Level 3,North Central Appalachians,B (Max Min),16,0,0
Ecoregions Level 3,North Central Appalachians,C (Max Max),-23,0,0
Ecoregions Level 3,North Central Appalachians,C (Max Max),-22,0,0
Ecoregions Level 3,North Central Appalachians,C (Max Max),-21,0,0
Ecoregions Level 3,North Central Appalachians,C (Max Max),-20,0,0
Ecoregions Level 3,North Central Appalachians,C (Max Max),-19,0,0
Ecoregions Level 3,North Central Appalachians,C (Max Max),-18,2.602762424,674500
Ecoregions Level 3,North Central Appalachians,C (Max Max),-17,51.86556518,13440844
Ecoregions Level 3,North Central Appalachians,C (Max Max),-16,35.61657918,9229956
Ecoregions Level 3,North Central Appalachians,C (Max Max),-15,7.118981628,1844868
Ecoregions Level 3,North Central Appalachians,C (Max Max),-14,1.114306457,288770
Ecoregions Level 3,North Central Appalachians,C (Max Max),-13,0.000351151,91
Ecoregions Level 3,North Central Appalachians,C (Max Max),-12,0.002407893,624
Ecoregions Level 3,North Central Appalachians,C (Max Max),-11,0,0
